,ndcg@30,recall@30,min,max,mean,q1,q2,q3,q4,mdg_min_10.0,mdg_min_20.0,mdg_min_30.0,mdg_max_10.0,mdg_max_20.0,mdg_max_30.0,small group,large group,dpf,mp_small_group,mp_large_group,item_group_0,item_group_1,item_group_diff,i_epsilon,g_epsilon
67,0.3062478,0.21237953,0.0,0.30598998928558885,0.036130735761776736,0.004380338405224488,0.010092454303873857,0.048468417940964736,0.30598998928558885,0.0,0.0011286057776671008,0.002183795686727455,0.16199076906019677,0.12644372581931104,0.10059784084076072,271,634,-0.029893905994621724,0.012206922158104027,0.04210082815272575,19908.0,160632.0,-140724.0,10,0.135
68,0.2924454,0.2046361,0.0,0.288426898905922,0.03632222440574184,0.004293088765120423,0.010146217517902817,0.04836048726416468,0.288426898905922,0.0,0.0010707751435694978,0.0021342856938436523,0.16409926779326392,0.12764479050178326,0.10151190130865273,271,634,-0.032365645672584584,0.010475339044943946,0.04284098471752853,17084.0,163456.0,-146372.0,10,0.14
69,0.2793895,0.19751301,0.0,0.27483228543215565,0.03651313545490559,0.004294661407502845,0.009852487889589506,0.04800309518934039,0.27483228543215565,0.0,0.0010743011472686024,0.002149676227557948,0.16678636260040944,0.12894361976257313,0.10239382011857733,271,634,-0.034575678735025414,0.00892709278092613,0.04350277151595155,14559.0,165981.0,-151422.0,10,0.145
70,0.26850513,0.19152541,0.0,0.2837654304537377,0.03665742272270164,0.004294661407502845,0.009852487889589506,0.04784260004973959,0.2837654304537377,0.0,0.0010049453260539576,0.002097534265038717,0.16890534225266862,0.13016852116760846,0.10313905240843287,271,634,-0.0363690935184821,0.007670713966623004,0.04403980748510511,12510.0,168030.0,-155520.0,10,0.15
71,0.25783774,0.18571506,0.0,0.2961295649787088,0.03681721050391411,0.004474812388083332,0.009780246683590474,0.0459512427587106,0.2961295649787088,0.0,0.0010738422044381183,0.0021869717754231075,0.1710266006402212,0.13139243083956967,0.10379017398413212,271,634,-0.03800845352384752,0.006522252550864131,0.04453070607471165,10637.0,169903.0,-159266.0,10,0.155
72,0.24832618,0.18084082,0.0,0.3037542086099904,0.03691006922078837,0.004547031070505431,0.009780246683590474,0.04571075927461846,0.3037542086099904,0.0,0.0011112177351353834,0.002238055191453668,0.17267899493335034,0.13217878771123837,0.10418445001367502,271,634,-0.039346731785757545,0.0055847220755151274,0.044931453861272674,9108.0,171432.0,-162324.0,10,0.16
73,0.23920895,0.17652598,0.0,0.3102495196660775,0.03703592539253516,0.004586358630323737,0.009725909226433915,0.04542244969611102,0.3102495196660775,0.0,0.0011308505951798085,0.002254379689649946,0.17438637193012688,0.1331519204229234,0.10471168661040586,271,634,-0.04046356296126341,0.004802320716125939,0.045265883677389346,7832.0,172708.0,-164876.0,10,0.165
74,0.23145851,0.17303091,0.0,0.31644736485990016,0.03706532244630279,0.004608528623359853,0.009704526005716837,0.04508602206084036,0.31644736485990016,0.0,0.001130565975630863,0.0022659421864516353,0.1753047469064368,0.13366516649055743,0.10494770200011296,271,634,-0.041372085621722,0.004165853961367449,0.04553793958308945,6794.0,173746.0,-166952.0,10,0.17
75,0.22517863,0.1700842,0.0,0.32228753472267946,0.03719473897628984,0.004725226518306107,0.009704526005716837,0.04469230555476704,0.32228753472267946,0.0,0.0011521207128413812,0.002312494683368908,0.176580175258133,0.13437365976364568,0.10537075360745114,271,634,-0.04213619005365503,0.0036305591629000166,0.04576674921655505,5921.0,174619.0,-168698.0,10,0.175
76,0.21905957,0.16744213,0.0,0.32714589995743293,0.037249745853262635,0.00477655329338511,0.009704526005716837,0.04474102402767406,0.32714589995743293,0.0,0.0011573705011394245,0.0023359486415312487,0.17749181864938796,0.13483344918127033,0.10563277100727042,271,634,-0.042771626353750924,0.0031854004437633105,0.04595702679751423,5195.0,175345.0,-170150.0,10,0.18
77,0.21408214,0.16529302,0.0,0.33233528185112793,0.03729096010154393,0.004775662581960678,0.00980223007048626,0.04467134795500773,0.33233528185112793,0.0,0.0011830406358482994,0.0023573683706543153,0.1783281077340057,0.13519523682948648,0.10581573149690933,271,634,-0.04326877756266532,0.002837121706607157,0.04610589926927248,4627.0,175913.0,-171286.0,10,0.185
78,0.20942,0.163371,0.0,0.3364084389579952,0.03732384346972002,0.004787861243552438,0.00980223007048626,0.044022145058671934,0.3364084389579952,0.0,0.0011812878802135848,0.0023546567274629958,0.17912027172701872,0.13548992416562033,0.10593869718271723,271,634,-0.04370290850389088,0.002532991316045782,0.046235899819936664,4131.0,176409.0,-172278.0,10,0.19
79,0.20631461,0.16215244,0.0,0.33993366595239016,0.03735817111140598,0.004787861243552438,0.009723384324841985,0.04422600767846495,0.33993366595239016,0.0,0.0011814316104934639,0.0023649728631868487,0.1797651313227845,0.1357986710692793,0.10607770549573348,271,634,-0.04399436764024551,0.002328806917605805,0.046323174557851315,3798.0,176742.0,-172944.0,10,0.195
